Pclass,Sex,PassengerId,Survived,Name,Age,Fare
2,male,809,0,"Meyer, Mr. August",39.0,13.0
1,female,810,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",33.0,53.1
3,male,811,0,"Alexander, Mr. William",26.0,7.8875
3,male,812,0,"Lester, Mr. James",39.0,24.15
2,male,813,0,"Slemen, Mr. Richard James",35.0,10.5
3,female,814,0,"Andersson, Miss. Ebba Iris Alfrida",6.0,31.275
3,male,815,0,"Tomlin, Mr. Ernest Portage",30.5,8.05
1,male,816,0,"Fry, Mr. Richard",,0.0
3,female,817,0,"Heininen, Miss. Wendla Maria",23.0,7.925
2,male,818,0,"Mallet, Mr. Albert",31.0,37.0042
3,male,819,0,"Holm, Mr. John Fredrik Alexander",43.0,6.45
3,male,820,0,"Skoog, Master. Karl Thorsten",10.0,27.9
1,female,821,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",52.0,93.5
3,male,822,1,"Lulic, Mr. Nikola",27.0,8.6625
1,male,823,0,"Reuchlin, Jonkheer. John George",38.0,0.0
3,female,824,1,"Moor, Mrs. (Beila)",27.0,12.475
3,male,825,0,"Panula, Master. Urho Abraham",2.0,39.6875
3,male,826,0,"Flynn, Mr. John",,6.95
3,male,827,0,"Lam, Mr. Len",,56.4958
2,male,828,1,"Mallet, Master. Andre",1.0,37.0042
3,male,829,1,"McCormack, Mr. Thomas Joseph",,7.75
1,female,830,1,"Stone, Mrs. George Nelson (Martha Evelyn)",62.0,80.0
3,female,831,1,"Yasbeck, Mrs. Antoni (Selini Alexander)",15.0,14.4542
2,male,832,1,"Richards, Master. George Sibley",0.83,18.75
3,male,833,0,"Saad, Mr. Amin",,7.2292
3,male,834,0,"Augustsson, Mr. Albert",23.0,7.8542
3,male,835,0,"Allum, Mr. Owen George",18.0,8.3
1,female,836,1,"Compton, Miss. Sara Rebecca",39.0,83.1583
3,male,837,0,"Pasic, Mr. Jakob",21.0,8.6625
3,male,838,0,"Sirota, Mr. Maurice",,8.05
3,male,839,1,"Chip, Mr. Chang",32.0,56.4958
1,male,840,1,"Marechal, Mr. Pierre",,29.7
3,male,841,0,"Alhomaki, Mr. Ilmari Rudolf",20.0,7.925
2,male,842,0,"Mudd, Mr. Thomas Charles",16.0,10.5
1,female,843,1,"Serepeca, Miss. Augusta",30.0,31.0
3,male,844,0,"Lemberopolous, Mr. Peter L",34.5,6.4375
3,male,845,0,"Culumovic, Mr. Jeso",17.0,8.6625
3,male,846,0,"Abbing, Mr. Anthony",42.0,7.55
3,male,847,0,"Sage, Mr. Douglas Bullen",,69.55
3,male,848,0,"Markoff, Mr. Marin",35.0,7.8958
2,male,849,0,"Harper, Rev. John",28.0,33.0
1,female,850,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",,89.1042
3,male,851,0,"Andersson, Master. Sigvard Harald Elias",4.0,31.275
3,male,852,0,"Svensson, Mr. Johan",74.0,7.775
3,female,853,0,"Boulos, Miss. Nourelain",9.0,15.2458
1,female,854,1,"Lines, Miss. Mary Conover",16.0,39.4
2,female,855,0,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",44.0,26.0
3,female,856,1,"Aks, Mrs. Sam (Leah Rosen)",18.0,9.35
1,female,857,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",45.0,164.8667
1,male,858,1,"Daly, Mr. Peter Denis ",51.0,26.55
3,female,859,1,"Baclini, Mrs. Solomon (Latifa Qurban)",24.0,19.2583
3,male,860,0,"Razi, Mr. Raihed",,7.2292
3,male,861,0,"Hansen, Mr. Claus Peter",41.0,14.1083
2,male,862,0,"Giles, Mr. Frederick Edward",21.0,11.5
1,female,863,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",48.0,25.9292
3,female,864,0,"Sage, Miss. Dorothy Edith ""Dolly""",,69.55
2,male,865,0,"Gill, Mr. John William",24.0,13.0
2,female,866,1,"Bystrom, Mrs. (Karolina)",42.0,13.0
2,female,867,1,"Duran y More, Miss. Asuncion",27.0,13.8583
1,male,868,0,"Roebling, Mr. Washington Augustus II",31.0,50.4958
3,male,869,0,"van Melkebeke, Mr. Philemon",,9.5
3,male,870,1,"Johnson, Master. Harold Theodor",4.0,11.1333
3,male,871,0,"Balkic, Mr. Cerin",26.0,7.8958
1,female,872,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",47.0,52.5542
1,male,873,0,"Carlsson, Mr. Frans Olof",33.0,5.0
3,male,874,0,"Vander Cruyssen, Mr. Victor",47.0,9.0
2,female,875,1,"Abelson, Mrs. Samuel (Hannah Wizosky)",28.0,24.0
3,female,876,1,"Najib, Miss. Adele Kiamie ""Jane""",15.0,7.225
3,male,877,0,"Gustafsson, Mr. Alfred Ossian",20.0,9.8458
3,male,878,0,"Petroff, Mr. Nedelio",19.0,7.8958
3,male,879,0,"Laleff, Mr. Kristo",,7.8958
1,female,880,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",56.0,83.1583
2,female,881,1,"Shelley, Mrs. William (Imanita Parrish Hall)",25.0,26.0
3,male,882,0,"Markun, Mr. Johann",33.0,7.8958
3,female,883,0,"Dahlberg, Miss. Gerda Ulrika",22.0,10.5167
2,male,884,0,"Banfield, Mr. Frederick James",28.0,10.5
3,male,885,0,"Sutehall, Mr. Henry Jr",25.0,7.05
3,female,886,0,"Rice, Mrs. William (Margaret Norton)",39.0,29.125
2,male,887,0,"Montvila, Rev. Juozas",27.0,13.0
1,female,888,1,"Graham, Miss. Margaret Edith",19.0,30.0
3,female,889,0,"Johnston, Miss. Catherine Helen ""Carrie""",,23.45
1,male,890,1,"Behr, Mr. Karl Howell",26.0,30.0
3,male,891,0,"Dooley, Mr. Patrick",32.0,7.75
