PassengerId,Survived,Pclass,Name,Sex,Age,Fare
799,0,3,"Ibrahim Shawah, Mr. Yousseff",male,30.00,7.23
800,0,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,30.00,24.15
801,0,2,"Ponesell, Mr. Martin",male,34.00,13.00
802,1,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,31.00,26.25
803,1,1,"Carter, Master. William Thornton II",male,11.00,120.00
804,1,3,"Thomas, Master. Assad Alexander",male,0.42,8.52
805,1,3,"Hedman, Mr. Oskar Arvid",male,27.00,6.97
806,0,3,"Johansson, Mr. Karl Johan",male,31.00,7.78
807,0,1,"Andrews, Mr. Thomas Jr",male,39.00,0.00
808,0,3,"Pettersson, Miss. Ellen Natalia",female,18.00,7.78
809,0,2,"Meyer, Mr. August",male,39.00,13.00
810,1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",female,33.00,53.10
811,0,3,"Alexander, Mr. William",male,26.00,7.89
812,0,3,"Lester, Mr. James",male,39.00,24.15
813,0,2,"Slemen, Mr. Richard James",male,35.00,10.50
814,0,3,"Andersson, Miss. Ebba Iris Alfrida",female,6.00,31.27
815,0,3,"Tomlin, Mr. Ernest Portage",male,30.50,8.05
816,0,1,"Fry, Mr. Richard",male,MISSING,0.00
817,0,3,"Heininen, Miss. Wendla Maria",female,23.00,7.92
818,0,2,"Mallet, Mr. Albert",male,31.00,37.00
819,0,3,"Holm, Mr. John Fredrik Alexander",male,43.00,6.45
820,0,3,"Skoog, Master. Karl Thorsten",male,10.00,27.90
821,1,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",female,52.00,93.50
822,1,3,"Lulic, Mr. Nikola",male,27.00,8.66
823,0,1,"Reuchlin, Jonkheer. John George",male,38.00,0.00
824,1,3,"Moor, Mrs. (Beila)",female,27.00,12.47
825,0,3,"Panula, Master. Urho Abraham",male,2.00,39.69
826,0,3,"Flynn, Mr. John",male,MISSING,6.95
827,0,3,"Lam, Mr. Len",male,MISSING,56.50
828,1,2,"Mallet, Master. Andre",male,1.00,37.00
829,1,3,"McCormack, Mr. Thomas Joseph",male,MISSING,7.75
830,1,1,"Stone, Mrs. George Nelson (Martha Evelyn)",female,62.00,80.00
831,1,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,15.00,14.45
832,1,2,"Richards, Master. George Sibley",male,0.83,18.75
833,0,3,"Saad, Mr. Amin",male,MISSING,7.23
834,0,3,"Augustsson, Mr. Albert",male,23.00,7.85
835,0,3,"Allum, Mr. Owen George",male,18.00,8.30
836,1,1,"Compton, Miss. Sara Rebecca",female,39.00,83.16
837,0,3,"Pasic, Mr. Jakob",male,21.00,8.66
838,0,3,"Sirota, Mr. Maurice",male,MISSING,8.05
839,1,3,"Chip, Mr. Chang",male,32.00,56.50
840,1,1,"Marechal, Mr. Pierre",male,MISSING,29.70
841,0,3,"Alhomaki, Mr. Ilmari Rudolf",male,20.00,7.92
842,0,2,"Mudd, Mr. Thomas Charles",male,16.00,10.50
843,1,1,"Serepeca, Miss. Augusta",female,30.00,31.00
844,0,3,"Lemberopolous, Mr. Peter L",male,34.50,6.44
845,0,3,"Culumovic, Mr. Jeso",male,17.00,8.66
846,0,3,"Abbing, Mr. Anthony",male,42.00,7.55
847,0,3,"Sage, Mr. Douglas Bullen",male,MISSING,69.55
848,0,3,"Markoff, Mr. Marin",male,35.00,7.90
849,0,2,"Harper, Rev. John",male,28.00,33.00
850,1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",female,MISSING,89.10
851,0,3,"Andersson, Master. Sigvard Harald Elias",male,4.00,31.27
852,0,3,"Svensson, Mr. Johan",male,74.00,7.78
853,0,3,"Boulos, Miss. Nourelain",female,9.00,15.25
854,1,1,"Lines, Miss. Mary Conover",female,16.00,39.40
855,0,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,44.00,26.00
856,1,3,"Aks, Mrs. Sam (Leah Rosen)",female,18.00,9.35
857,1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45.00,164.87
858,1,1,"Daly, Mr. Peter Denis ",male,51.00,26.55
859,1,3,"Baclini, Mrs. Solomon (Latifa Qurban)",female,24.00,19.26
860,0,3,"Razi, Mr. Raihed",male,MISSING,7.23
861,0,3,"Hansen, Mr. Claus Peter",male,41.00,14.11
862,0,2,"Giles, Mr. Frederick Edward",male,21.00,11.50
863,1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,48.00,25.93
864,0,3,"Sage, Miss. Dorothy Edith ""Dolly""",female,MISSING,69.55
865,0,2,"Gill, Mr. John William",male,24.00,13.00
866,1,2,"Bystrom, Mrs. (Karolina)",female,42.00,13.00
867,1,2,"Duran y More, Miss. Asuncion",female,27.00,13.86
868,0,1,"Roebling, Mr. Washington Augustus II",male,31.00,50.50
869,0,3,"van Melkebeke, Mr. Philemon",male,MISSING,9.50
870,1,3,"Johnson, Master. Harold Theodor",male,4.00,11.13
871,0,3,"Balkic, Mr. Cerin",male,26.00,7.90
872,1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,47.00,52.55
873,0,1,"Carlsson, Mr. Frans Olof",male,33.00,5.00
874,0,3,"Vander Cruyssen, Mr. Victor",male,47.00,9.00
875,1,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,28.00,24.00
876,1,3,"Najib, Miss. Adele Kiamie ""Jane""",female,15.00,7.22
877,0,3,"Gustafsson, Mr. Alfred Ossian",male,20.00,9.85
878,0,3,"Petroff, Mr. Nedelio",male,19.00,7.90
879,0,3,"Laleff, Mr. Kristo",male,MISSING,7.90
880,1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,56.00,83.16
881,1,2,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25.00,26.00
882,0,3,"Markun, Mr. Johann",male,33.00,7.90
883,0,3,"Dahlberg, Miss. Gerda Ulrika",female,22.00,10.52
884,0,2,"Banfield, Mr. Frederick James",male,28.00,10.50
885,0,3,"Sutehall, Mr. Henry Jr",male,25.00,7.05
886,0,3,"Rice, Mrs. William (Margaret Norton)",female,39.00,29.12
887,0,2,"Montvila, Rev. Juozas",male,27.00,13.00
888,1,1,"Graham, Miss. Margaret Edith",female,19.00,30.00
889,0,3,"Johnston, Miss. Catherine Helen ""Carrie""",female,MISSING,23.45
890,1,1,"Behr, Mr. Karl Howell",male,26.00,30.00
891,0,3,"Dooley, Mr. Patrick",male,32.00,7.75
